,index,Results,GAME_DATE,HOME,AWAY,Odds1,Odds2,Score,prediction
1456,3670,1.0,2012-03-23,OKC,MIN,1.14,5.84,149:140 ,0.814616322517395
1457,4792,1.0,2013-03-19,MIL,POR,1.46,2.84,102:95,0.43581831455230713
1458,1465,1.0,2010-01-18,NYK,DET,1.28,3.75,99:91,0.8118088245391846
1459,3936,1.0,2012-04-24,UTA,PHX,1.47,2.76,100:88,0.6309729218482971
1460,9269,1.0,2017-11-11,NYK,SAC,1.39,3.17,118:91,0.8382720947265625
1461,2321,0.0,2010-12-18,ORL,PHI,1.35,3.35,89:97,0.6515623331069946
1462,6098,1.0,2014-10-29,MIA,WAS,1.48,2.73,107:95,0.5995427370071411
1463,8217,1.0,2016-04-13,MIN,NOP,1.18,5.13,144:109,0.4041464924812317
1464,4699,1.0,2013-03-06,SAS,CHI,1.25,4.17,101:83,0.7501879930496216
1465,6930,1.0,2015-03-17,NYK,SAS,13.8,1.04,104:100 ,0.26900023221969604
1466,10422,1.0,2018-11-23,DET,HOU,2.52,1.57,116:111 ,0.37580016255378723
1467,12470,1.0,2021-02-10,BKN,IND,2.01,1.84,104:94,0.6043646931648254
1468,13264,1.0,2021-11-20,NYK,HOU,1.15,6.04,106:99,0.7949200868606567
1469,6993,0.0,2015-03-25,ORL,ATL,4.49,1.22,83:95,0.4089559316635132
1470,2161,1.0,2010-11-27,MIL,CHA,1.62,2.37,104:101,0.5727742314338684
1471,7905,0.0,2016-03-04,DEN,BKN,1.44,2.92,120:121 ,0.6649477481842041
1472,9067,1.0,2017-03-21,TOR,CHI,1.32,3.61,122:120 ,0.7652827501296997
1473,2930,0.0,2011-03-18,DAL,SAS,1.7,2.2,91:97,0.6331830024719238
1474,8586,1.0,2017-01-03,SAS,TOR,1.39,3.15,110:82,0.6304675340652466
1475,1546,1.0,2010-01-29,OKC,DEN,1.74,2.13,101:84,0.44784191250801086
1476,13300,1.0,2021-11-26,CHA,MIN,1.76,2.12,133:115,0.4692411720752716
1477,3269,1.0,2012-01-30,MIL,DET,1.3,3.68,103:82,0.7467867136001587
1478,3369,1.0,2012-02-11,DAL,POR,1.52,2.62,97:94 ,0.5374153852462769
1479,8155,1.0,2016-04-06,BOS,NOP,1.05,12.87,104:97,0.6369258165359497
1480,6686,0.0,2015-02-07,NYK,GSW,13.19,1.04,92:106,0.3624582290649414
1481,2469,1.0,2011-01-09,LAL,NYK,1.32,3.46,109:87,0.5995290279388428
1482,3300,0.0,2012-02-03,DAL,IND,1.51,2.63,87:98,0.6676545143127441
1483,12132,0.0,2020-03-03,PHX,TOR,2.39,1.61,114:123,0.32369109988212585
1484,5648,0.0,2014-02-13,LAL,OKC,6.15,1.14,103:107,0.2033761441707611
1485,910,1.0,2009-03-31,PHI,ATL,1.73,2.15,98:85,0.5269180536270142
1486,8099,1.0,2016-03-29,GSW,WAS,1.07,9.7,102:94,0.8341367244720459
1487,9304,0.0,2017-11-17,DAL,MIN,3.02,1.42,87:111,0.40353113412857056
1488,6508,1.0,2015-01-14,ORL,HOU,4.66,1.21,120:113,0.3364472985267639
1489,10216,0.0,2018-03-30,ORL,CHI,1.39,3.19,82:90,0.5329583883285522
1490,12591,1.0,2021-02-26,GSW,CHA,1.4,3.09,130:121,0.49544015526771545
1491,569,1.0,2009-02-10,DAL,SAC,1.11,6.13,118:100,0.8610453605651855
1492,9120,0.0,2017-03-29,BOS,MIL,1.3,3.7,100:103,0.6502601504325867
1493,81,0.0,2008-11-30,DET,POR,1.56,2.38,85:96,0.45041975378990173
1494,11392,1.0,2019-10-23,PHI,BOS,1.42,3.01,107:93,0.43826013803482056
1495,13654,1.0,2022-01-15,BOS,CHI,1.34,3.45,114:112,0.777726411819458
1496,13228,1.0,2021-11-15,MEM,HOU,1.14,6.06,136:102,0.6561309099197388
1497,1139,1.0,2009-12-04,MEM,DAL,3.09,1.39,98:82,0.3620491921901703
1498,4157,1.0,2012-12-19,LAC,NOP,1.06,11.56,93:77,0.8498855829238892
1499,1534,1.0,2010-01-27,TOR,MIA,1.62,2.34,111:103,0.659096360206604
1500,3735,1.0,2012-03-31,DET,CHA,1.29,3.71,110:107 ,0.7526624202728271
1501,12072,0.0,2020-02-24,UTA,PHX,1.27,3.96,111:131,0.6307532787322998
1502,8087,0.0,2016-03-28,CHI,ATL,2.35,1.63,100:102,0.33049172163009644
1503,10471,1.0,2018-11-29,TOR,GSW,1.23,4.49,131:128 ,0.6784766912460327
1504,2237,1.0,2010-12-07,HOU,DET,1.31,3.56,97:83,0.6968780755996704
1505,1371,0.0,2010-01-06,MIA,BOS,1.91,1.91,106:112 ,0.5288704037666321
1506,3343,1.0,2012-02-08,MEM,MIN,1.29,3.76,85:80,0.43610119819641113
1507,13615,1.0,2022-01-09,TOR,NOP,1.34,3.44,105:101,0.7028473019599915
1508,13267,1.0,2021-11-20,WAS,MIA,2.18,1.72,103:100,0.47208842635154724
1509,12539,1.0,2021-02-19,MEM,DET,1.54,2.6,109:95,0.6451762914657593
1510,4598,1.0,2013-02-22,ATL,SAC,1.27,3.96,122:108,0.7061852216720581
1511,4144,1.0,2012-12-18,CHI,BOS,1.77,2.1,100:89,0.6596229076385498
1512,297,1.0,2009-01-02,MIN,GSW,1.71,2.14,115:108,0.6043928861618042
1513,7220,0.0,2015-11-27,CHA,CLE,2.65,1.53,90:95,0.6545164585113525
1514,11894,0.0,2020-01-24,NYK,TOR,4.29,1.24,112:118,0.31009042263031006
1515,12955,0.0,2021-04-18,DAL,SAC,1.27,3.97,107:121,0.7646517753601074
1516,11006,1.0,2019-02-13,BOS,DET,1.59,2.45,118:110,0.7449479699134827
1517,548,1.0,2009-02-07,DAL,CHI,1.31,3.52,115:114 ,0.4681580662727356
1518,6605,0.0,2015-01-27,MIA,MIL,1.79,2.07,102:109,0.4754951596260071
1519,3760,1.0,2012-04-03,LAL,BKN,1.21,4.53,91:87,0.7598655223846436
1520,2549,0.0,2011-01-21,WAS,PHX,1.89,1.92,91:109,0.6756024956703186
1521,866,1.0,2009-03-25,ORL,BOS,1.61,2.38,84:82,0.7859310507774353
1522,13590,1.0,2022-01-06,PHX,LAC,1.17,5.39,106:89,0.8812294602394104
1523,2657,0.0,2011-02-05,CLE,POR,3.06,1.39,105:111,0.370441734790802
1524,988,1.0,2009-04-10,SAS,UTA,1.77,2.08,105:99,0.6563200950622559
1525,7970,1.0,2016-03-12,POR,ORL,1.24,4.34,121:84,0.6966263055801392
1526,4953,0.0,2013-04-10,DAL,PHX,1.08,8.66,91:102,0.7802468538284302
1527,2515,1.0,2011-01-15,WAS,TOR,1.47,2.76,98:95,0.6488208770751953
1528,4113,0.0,2012-12-14,CLE,MIL,2.28,1.67,86:90,0.44417646527290344
1529,6531,1.0,2015-01-17,DET,PHI,1.09,8.64,107:89,0.786102294921875
1530,12247,1.0,2020-08-09,OKC,WAS,1.23,4.49,121:103,0.7201895713806152
1531,13970,0.0,2022-03-04,TOR,ORL,1.32,3.58,97:103,0.7280033230781555
1532,1440,1.0,2010-01-15,LAL,LAC,1.12,6.47,126:86,0.7218121886253357
1533,11612,1.0,2019-12-15,BKN,PHI,2.45,1.59,109:89,0.48311281204223633
1534,6012,1.0,2014-04-06,POR,NOP,1.17,5.45,100:94,0.7729138135910034
1535,8499,1.0,2016-12-22,NYK,ORL,1.54,2.6,106:95,0.5887360572814941
1536,5947,1.0,2014-03-29,PHI,DET,3.13,1.39,123:98,0.2738259434700012
1537,4676,0.0,2013-03-04,CLE,NYK,2.32,1.65,97:102,0.5393946170806885
1538,4320,1.0,2013-01-11,GSW,POR,1.28,3.9,103:97,0.7630362510681152
1539,10592,1.0,2018-12-16,DEN,TOR,1.68,2.26,95:86,0.49044206738471985
1540,13449,1.0,2021-12-16,IND,DET,1.19,5.01,122:113,0.8281465768814087
1541,668,0.0,2009-02-27,GSW,CHA,1.76,2.05,109:112,0.6618897914886475
1542,4964,0.0,2013-04-12,CLE,NYK,2.61,1.53,91:101,0.3216533064842224
1543,2996,0.0,2011-03-26,UTA,DAL,3.32,1.35,77:94,0.34004756808280945
1544,6205,1.0,2014-12-05,CHA,NYK,1.49,2.7,103:102,0.49273547530174255
1545,2197,1.0,2010-12-01,UTA,IND,1.26,4.02,110:88,0.6625112295150757
1546,6447,0.0,2015-01-06,MIL,PHX,2.67,1.51,96:102,0.4878547191619873
1547,11729,1.0,2020-01-01,NYK,POR,2.52,1.56,117:93,0.43830907344818115
1548,5614,0.0,2014-02-09,BOS,DAL,2.54,1.55,91:102,0.23021650314331055
1549,12067,1.0,2020-02-24,CLE,MIA,3.11,1.39,125:119 ,0.28877121210098267
1550,9582,1.0,2017-12-26,LAC,SAC,1.46,2.82,122:95,0.7532832622528076
1551,10484,1.0,2018-12-01,DET,GSW,2.65,1.51,111:102,0.5083041787147522
1552,6104,1.0,2014-11-19,IND,CHA,1.72,2.18,88:86,0.6808316707611084
1553,6233,1.0,2014-12-08,TOR,DEN,1.19,5.03,112:107 ,0.7706058621406555
1554,3412,1.0,2012-02-17,DET,SAC,1.69,2.23,114:108,0.6982117295265198
1555,8576,1.0,2017-01-02,LAC,PHX,1.53,2.63,109:98,0.6805537939071655
1556,8870,0.0,2017-02-24,LAC,SAS,2.22,1.7,97:105,0.3695579469203949
1557,13982,0.0,2022-03-06,LAC,NYK,1.45,2.88,93:116,0.6307392120361328
1558,12847,0.0,2021-04-04,PHI,MEM,1.62,2.39,100:116,0.7310161590576172
1559,7804,0.0,2016-02-19,PHX,HOU,3.96,1.27,100:116,0.4209553003311157
1560,2699,0.0,2011-02-11,DET,MIA,4.12,1.25,92:106,0.4029776155948639
1561,11559,0.0,2019-12-08,CHA,ATL,1.78,2.09,107:122,0.7814868092536926
1562,9558,1.0,2017-12-22,OKC,ATL,1.15,5.98,120:117,0.6514714956283569
1563,12892,1.0,2021-04-10,PHX,WAS,1.09,8.08,134:106,0.8829195499420166
1564,6898,1.0,2015-03-13,PHI,SAC,2.6,1.53,114:107,0.566588819026947
1565,976,0.0,2009-04-09,SAC,HOU,6.7,1.12,98:115,0.32087457180023193
1566,10503,1.0,2018-12-04,DAL,POR,1.83,2.03,111:102,0.7545313835144043
1567,5756,1.0,2014-03-04,HOU,MIA,1.81,2.03,106:103,0.481776624917984
1568,644,1.0,2009-02-24,CLE,MEM,1.04,12.15,94:79,0.7715553641319275
1569,2663,0.0,2011-02-05,UTA,OKC,1.82,2,105:121,0.5166872143745422
1570,7148,1.0,2015-04-15,GSW,DEN,1.12,6.93,133:126,0.7705448269844055
1571,4822,1.0,2013-03-23,DEN,SAC,1.11,7.14,101:95,0.8273329734802246
1572,11112,0.0,2019-03-05,GSW,BOS,1.37,3.25,95:128,0.7533849477767944
1573,9799,0.0,2018-01-26,MEM,LAC,2.6,1.54,100:109,0.6384028792381287
1574,9347,1.0,2017-11-22,UTA,CHI,1.25,4.24,110:80,0.8231618404388428
1575,3507,1.0,2012-03-03,MEM,DET,1.27,3.92,100:83,0.7571582198143005
1576,13134,1.0,2021-05-10,POR,HOU,1.07,10.19,140:129,0.8328563570976257
1577,5934,0.0,2014-03-28,DEN,SAS,3.92,1.27,102:133,0.2449878454208374
1578,10607,0.0,2018-12-18,IND,CLE,1.09,8.07,91:92,0.833417534828186
1579,12602,1.0,2021-02-27,SAS,NOP,2.12,1.76,117:114,0.459989070892334
1580,1103,1.0,2009-11-29,LAC,MEM,1.61,2.35,98:88,0.5494740009307861
1581,347,1.0,2009-01-09,NOP,LAC,1.02,14.0,107:80,0.8129357099533081
1582,11711,1.0,2019-12-29,MEM,CHA,1.68,2.26,117:104,0.6510568857192993
1583,7285,0.0,2015-12-05,PHI,DEN,2.39,1.63,105:108,0.5932967662811279
1584,13901,1.0,2022-02-17,LAC,HOU,1.19,5.08,142:111,0.6544363498687744
1585,5962,1.0,2014-03-31,DET,MIL,1.35,3.32,116:111,0.5774730443954468
1586,10375,1.0,2018-11-16,PHI,UTA,1.68,2.25,113:107,0.6194629669189453
1587,8414,0.0,2016-12-11,DET,PHI,1.1,7.8,79:97,0.8369227647781372
1588,3933,1.0,2012-04-24,BOS,MIA,1.34,3.4,78:66,0.5162146091461182
1589,9566,0.0,2017-12-23,LAL,POR,1.69,2.26,92:95,0.4075509011745453
1590,9749,0.0,2018-01-19,DEN,PHX,1.22,4.58,100:108,0.7141607403755188
1591,6027,0.0,2014-04-09,MIN,CHI,2.32,1.65,87:102,0.4172309339046478
1592,5494,0.0,2014-01-24,CHI,LAC,2.12,1.76,95:112,0.5187090039253235
1593,553,0.0,2009-02-08,BOS,SAS,1.35,3.25,99:105,0.8003647327423096
1594,4174,1.0,2012-12-21,PHI,ATL,2.17,1.75,99:80,0.36078590154647827
1595,5154,0.0,2013-12-07,POR,DAL,1.45,2.87,106:108,0.6818361282348633
1596,5658,0.0,2014-02-19,ATL,WAS,1.85,1.98,97:114,0.5066373944282532
1597,887,1.0,2009-03-28,HOU,LAC,1.02,14.0,110:93,0.8782687187194824
1598,10181,0.0,2018-03-25,SAC,BOS,3.33,1.36,93:104,0.43250858783721924
1599,1156,1.0,2009-12-06,NYK,BKN,1.55,2.51,106:97,0.7098007798194885
1600,8968,1.0,2017-03-08,SAS,SAC,1.13,6.55,114:104,0.7935821413993835
1601,4488,1.0,2013-02-02,NYK,SAC,1.12,6.74,120:81,0.7845110297203064
1602,13825,0.0,2022-02-07,CHI,PHX,3.22,1.38,124:127,0.27961140871047974
1603,2623,1.0,2011-01-31,MEM,ORL,2.03,1.8,100:97,0.465922474861145
1604,5434,1.0,2014-01-15,SAS,UTA,1.07,10.21,109:105,0.794034481048584
1605,8874,1.0,2017-02-24,PHI,WAS,4.23,1.25,120:112,0.3890132009983063
1606,9722,0.0,2018-01-15,CLE,GSW,2.97,1.43,108:118,0.4092836081981659
1607,6667,1.0,2015-02-05,CHA,WAS,2.09,1.78,94:87,0.5405163168907166
1608,13991,1.0,2022-03-07,PHI,CHI,1.31,3.69,121:106,0.6767597198486328
1609,10495,1.0,2018-12-02,SAS,POR,1.96,1.89,131:118,0.4842570126056671
1610,687,1.0,2009-03-01,DAL,TOR,1.39,3.16,109:98,0.815742015838623
1611,9592,0.0,2017-12-27,LAL,MEM,1.64,2.36,99:109,0.3814060688018799
1612,8880,1.0,2017-02-25,MIA,IND,1.53,2.62,113:95,0.6793296337127686
1613,1659,1.0,2010-02-17,ORL,DET,1.12,6.39,116:91,0.821022629737854
1614,1131,1.0,2009-12-03,DEN,MIA,1.21,4.62,114:96,0.7256442904472351
1615,10920,1.0,2019-01-31,ORL,IND,1.64,2.36,107:100,0.44698473811149597
1616,9430,1.0,2017-12-04,UTA,WAS,1.59,2.46,116:69,0.7613294124603271
1617,2265,0.0,2010-12-10,WAS,NYK,2.29,1.65,95:101,0.37640854716300964
1618,12599,0.0,2021-02-27,OKC,DEN,3.22,1.38,96:126,0.38305923342704773
1619,9866,1.0,2018-02-04,BOS,POR,2.05,1.81,97:96,0.531417727470398
1620,8606,0.0,2017-01-06,MIL,NYK,1.48,2.75,111:116,0.7486358284950256
1621,6639,0.0,2015-01-31,SAS,LAC,1.48,2.75,85:105,0.4929553270339966
1622,10665,0.0,2018-12-27,GSW,POR,1.24,4.25,109:110 ,0.7974264025688171
1623,118,1.0,2008-12-05,UTA,TOR,1.48,2.65,114:87,0.6983259916305542
1624,12370,0.0,2021-01-27,TOR,MIL,3.15,1.39,108:115,0.42172494530677795
1625,7448,1.0,2015-12-28,CHA,LAL,1.09,8.25,108:98,0.8406859636306763
1626,6543,1.0,2015-01-19,LAC,BOS,1.11,7.4,102:93,0.8533995151519775
1627,10970,0.0,2019-02-08,BKN,CHI,1.27,3.94,106:125,0.5671461820602417
1628,3718,1.0,2012-03-28,TOR,DEN,2.51,1.56,105:96,0.3654853105545044
1629,12982,0.0,2021-04-21,POR,DEN,2.06,1.81,105:106,0.35220232605934143
1630,7120,1.0,2015-04-12,BOS,CLE,1.17,5.36,117:78,0.35417237877845764
1631,4768,1.0,2013-03-16,POR,DET,1.14,5.86,112:101,0.8124276995658875
1632,3410,0.0,2012-02-16,POR,LAC,2.08,1.77,71:74,0.5594724416732788
1633,8716,1.0,2017-01-21,MIA,MIL,2.04,1.82,109:97,0.5036865472793579
1634,7127,1.0,2015-04-12,SAS,PHX,1.03,16.77,107:91,0.882138729095459
1635,4435,0.0,2013-01-26,TOR,CLE,1.35,3.38,98:99,0.7925906181335449
1636,391,1.0,2009-01-16,IND,TOR,1.52,2.52,111:104,0.6127604246139526
1637,5953,0.0,2014-03-30,GSW,NYK,1.35,3.34,84:89,0.6509451270103455
1638,13023,1.0,2021-04-26,SAC,DAL,3.14,1.39,113:106,0.26685988903045654
1639,8631,1.0,2017-01-10,HOU,CHA,1.23,4.52,121:114,0.7330141067504883
1640,13116,1.0,2021-05-08,GSW,OKC,1.09,8.3,136:97,0.8113620281219482
1641,10541,0.0,2018-12-09,NYK,CHA,3.05,1.4,107:119,0.35977041721343994
1642,2660,0.0,2011-02-05,MIL,DET,1.34,3.37,78:89,0.7165530920028687
1643,13977,1.0,2022-03-05,MIN,POR,1.09,8.23,135:121,0.8207192420959473
1644,4101,1.0,2012-12-12,MIL,SAC,1.28,3.95,98:85,0.725943386554718
1645,1101,0.0,2009-11-29,DEN,MIN,1.05,11.13,100:106,0.8638488054275513
1646,12666,1.0,2021-03-13,CHA,TOR,1.73,2.18,114:104,0.46356305480003357
1647,13482,1.0,2021-12-21,NYK,DET,1.33,3.5,105:91,0.7871674299240112
1648,2580,0.0,2011-01-26,DET,DEN,2.05,1.79,100:109,0.5815860033035278
1649,13859,0.0,2022-02-12,CHA,MEM,3.36,1.35,118:125,0.2794976234436035
1650,691,1.0,2009-03-01,PHX,LAL,3.07,1.4,118:111,0.5635490417480469
1651,4049,1.0,2012-12-05,IND,POR,1.54,2.58,99:92,0.73224937915802
1652,7503,1.0,2016-01-04,DET,ORL,1.54,2.59,115:89,0.5981287956237793
1653,11436,1.0,2019-11-20,MIA,CLE,1.21,4.77,124:100,0.8002500534057617
1654,9160,0.0,2017-04-02,PHX,HOU,3.8,1.29,116:123,0.438629150390625
1655,13668,1.0,2022-01-17,CLE,BKN,1.57,2.52,114:107,0.4991206228733063
1656,11321,1.0,2019-04-03,DEN,SAS,1.5,2.72,113:85,0.4983595907688141
1657,1610,1.0,2010-02-06,MIN,MEM,2.24,1.68,109:102,0.583501398563385
1658,7305,0.0,2015-12-08,DEN,ORL,2.39,1.63,74:85,0.26314204931259155
1659,5506,1.0,2014-01-25,MEM,HOU,2.02,1.82,99:81,0.4794471859931946
1660,1245,0.0,2009-12-19,BKN,LAL,10.69,1.07,84:103,0.21662795543670654
1661,6952,1.0,2015-03-20,MIA,DEN,1.28,3.84,108:91,0.7858866453170776
1662,11608,1.0,2019-12-14,MIL,CLE,1.08,9.16,125:108,0.9005903005599976
1663,8498,1.0,2016-12-22,MIA,LAL,1.41,3.05,115:107,0.744398832321167
1664,5482,1.0,2014-01-22,MIL,DET,2.66,1.51,104:101,0.4058084189891815
1665,13969,1.0,2022-03-04,PHX,NYK,1.41,3.07,115:114,0.8082095384597778
1666,9101,1.0,2017-03-26,HOU,OKC,1.42,3.04,137:125,0.7571552395820618
1667,681,1.0,2009-02-28,MIL,WAS,1.33,3.37,109:93,0.75487220287323
1668,2466,1.0,2011-01-08,OKC,MEM,1.32,3.49,109:100,0.6580066680908203
1669,7887,1.0,2016-03-02,BOS,POR,1.41,3.08,116:93,0.4143702983856201
1670,14191,0.0,2022-04-03,LAL,DEN,2.85,1.44,118:129,0.31249940395355225
1671,8561,0.0,2016-12-31,CHI,MIL,1.68,2.27,96:116,0.4419664740562439
1672,7028,0.0,2015-03-30,CHA,BOS,1.66,2.3,104:116,0.4120664596557617
1673,1386,0.0,2010-01-08,PHI,TOR,1.76,2.1,106:108,0.38862526416778564
1674,8787,1.0,2017-01-31,TOR,NOP,1.31,3.64,108:106 ,0.6956754922866821
1675,6257,0.0,2014-12-12,BOS,NYK,1.38,3.23,95:101,0.6433039903640747
1676,350,1.0,2009-01-09,PHI,CHA,1.43,2.85,93:87,0.6661136150360107
1677,7154,1.0,2015-04-15,NOP,SAS,2.9,1.44,108:103,0.39651232957839966
1678,11179,1.0,2019-03-15,DET,LAL,1.09,8.24,111:97,0.7284348607063293
1679,5913,0.0,2014-03-24,UTA,DET,2.05,1.8,94:114,0.6569559574127197
1680,1802,0.0,2010-03-08,MIN,DAL,3.39,1.33,112:125,0.3640936613082886
1681,3329,0.0,2012-02-06,ORL,LAC,1.99,1.83,102:107 ,0.4881626069545746
1682,9021,0.0,2017-03-15,SAS,POR,1.14,6.22,106:110,0.6604637503623962
1683,7756,1.0,2016-02-06,PHI,BKN,1.95,1.9,103:98,0.38734155893325806
1684,4299,1.0,2013-01-08,MIL,PHX,1.4,3.14,108:99,0.7156203389167786
1685,1047,1.0,2009-11-18,POR,DET,1.15,5.7,87:81,0.733900785446167
1686,12686,0.0,2021-03-15,GSW,LAL,2.03,1.82,97:128,0.5099225640296936
1687,6665,0.0,2015-02-04,TOR,BKN,1.3,3.69,93:109,0.8096048831939697
1688,1094,0.0,2009-11-27,PHI,ATL,2.91,1.42,86:100,0.31632351875305176
1689,3370,0.0,2012-02-11,IND,DEN,1.66,2.3,109:113,0.4575852155685425
1690,8886,1.0,2017-02-26,LAC,CHA,1.16,5.82,124:121 ,0.6790414452552795
1691,1909,1.0,2010-03-22,NOP,DAL,2.65,1.5,115:99,0.34163787961006165
1692,12832,1.0,2021-04-02,UTA,CHI,1.14,6.07,113:106,0.7390381097793579
1693,6435,1.0,2015-01-04,PHX,TOR,1.87,1.97,125:109,0.5068144202232361
1694,13892,1.0,2022-02-16,LAL,UTA,2.49,1.58,106:101,0.4366225004196167
1695,8892,0.0,2017-02-27,BOS,ATL,1.55,2.58,98:114,0.7439252734184265
1696,2518,1.0,2011-01-17,BOS,ORL,1.63,2.34,109:106,0.6002699732780457
1697,1619,1.0,2010-02-09,CLE,BKN,1.02,17.8,104:97,0.8985645771026611
1698,3070,0.0,2011-04-05,POR,GSW,1.13,6.07,87:108,0.8610856533050537
1699,5304,1.0,2013-12-28,TOR,NYK,1.37,3.27,115:100,0.6543141603469849
1700,9181,0.0,2017-04-05,PHX,GSW,4.5,1.23,111:120,0.3284761309623718
1701,3710,1.0,2012-03-28,BKN,IND,3.13,1.39,100:84,0.19777217507362366
1702,11134,1.0,2019-03-08,LAC,OKC,1.79,2.08,118:110,0.45094671845436096
1703,663,1.0,2009-02-26,LAL,PHX,1.12,6.84,132:106,0.5652006268501282
1704,3236,1.0,2012-01-26,LAC,MEM,1.58,2.46,98:91,0.6040957570075989
1705,2429,1.0,2011-01-04,CHI,TOR,1.19,4.93,111:91,0.8268272876739502
1706,9538,0.0,2017-12-20,CHA,TOR,2.12,1.77,111:129,0.25669175386428833
1707,12315,1.0,2021-01-20,ATL,DET,1.55,2.56,123:115 ,0.5809751749038696
1708,11099,0.0,2019-03-03,CHI,ATL,1.56,2.51,118:123,0.48502805829048157
1709,11104,1.0,2019-03-03,WAS,MIN,1.91,1.94,135:121,0.5825862288475037
1710,13252,1.0,2021-11-19,CHA,IND,1.95,1.88,121:118,0.3845456540584564
1711,12564,1.0,2021-02-23,BKN,SAC,1.43,2.93,127:118,0.8582491874694824
1712,10911,1.0,2019-01-30,MIN,MEM,1.65,2.33,99:97 ,0.7587804794311523
1713,7788,0.0,2016-02-10,PHX,GSW,16.52,1.03,104:112,0.328283429145813
1714,1211,0.0,2009-12-14,UTA,MIN,1.05,11.25,108:110,0.8148353099822998
1715,6396,1.0,2014-12-30,GSW,PHI,1.02,16.85,126:86,0.7655216455459595
1716,13657,0.0,2022-01-15,MIA,PHI,1.64,2.35,98:109,0.6657516360282898
1717,1533,1.0,2010-01-27,SAS,ATL,1.63,2.34,105:90,0.5701606869697571
1718,11810,0.0,2020-01-13,DET,NOP,1.51,2.67,110:117 ,0.5857076048851013
1719,2719,1.0,2011-02-13,MEM,DEN,1.67,2.25,116:108,0.611229419708252
1720,2351,1.0,2010-12-22,NYK,OKC,1.84,1.98,112:98,0.30237603187561035
1721,7566,1.0,2016-01-12,NYK,BOS,2.02,1.84,120:114,0.6373856663703918
1722,5967,0.0,2014-03-31,UTA,NYK,2.45,1.59,83:92,0.3332107663154602
1723,8214,1.0,2016-04-13,HOU,SAC,1.06,10.19,116:81,0.6973807215690613
1724,5875,0.0,2014-03-20,CLE,OKC,5.03,1.19,95:102,0.3389566242694855
1725,8700,1.0,2017-01-20,CHA,TOR,1.86,2.0,113:78,0.5297814607620239
1726,87,0.0,2008-12-01,GSW,MIA,2.04,1.78,129:130 ,0.469917893409729
1727,76,1.0,2008-11-29,ORL,IND,1.25,3.75,110:96,0.7750508189201355
1728,7988,1.0,2016-03-15,IND,BOS,1.7,2.22,103:98,0.467445969581604
1729,4989,1.0,2013-04-15,BKN,WAS,1.56,2.54,106:101,0.7178928852081299
1730,14236,1.0,2022-04-10,BKN,IND,1.05,11.67,134:126,0.7650141716003418
1731,11204,1.0,2019-03-18,CLE,DET,3.26,1.37,126:119,0.4144694209098816
1732,7338,0.0,2015-12-12,DAL,WAS,1.36,3.33,111:114,0.8008537292480469
1733,11282,1.0,2019-03-28,SAS,CLE,1.11,7.16,116:110,0.8196357488632202
1734,296,1.0,2009-01-02,MIL,CHA,1.32,3.4,103:75,0.7826730012893677
1735,2538,1.0,2011-01-20,CHI,DAL,1.62,2.35,82:77,0.7844117879867554
1736,13676,0.0,2022-01-17,SAS,PHX,2.46,1.59,107:121,0.2227172553539276
1737,6692,0.0,2015-02-08,DET,MIN,1.28,3.87,101:112,0.7826024293899536
1738,2335,1.0,2010-12-20,LAC,MIN,1.49,2.69,113:90,0.6068025827407837
1739,7719,1.0,2016-02-02,HOU,MIA,1.53,2.62,115:102,0.6703946590423584
1740,3787,0.0,2012-04-06,MIA,MEM,1.27,3.92,82:97,0.8498573303222656
1741,3924,0.0,2012-04-22,MIN,GSW,1.19,4.88,88:93,0.5412976741790771
1742,12728,1.0,2021-03-21,BOS,ORL,1.25,4.14,112:96,0.7093536257743835
1743,4634,1.0,2013-02-26,MIA,SAC,1.03,15.36,141:129 ,0.8895456790924072
1744,9903,1.0,2018-02-09,PHI,NOP,1.43,2.98,100:82,0.7406456470489502
1745,9759,1.0,2018-01-20,MIN,TOR,2.03,1.83,115:109,0.7365444302558899
1746,1915,0.0,2010-03-23,DET,IND,1.52,2.6,83:98,0.6199170351028442
1747,1574,1.0,2010-02-02,CLE,MEM,1.13,5.78,105:89,0.7346806526184082
1748,3440,1.0,2012-02-20,HOU,MEM,1.65,2.29,97:93,0.5775412917137146
1749,10189,0.0,2018-03-27,GSW,IND,3.92,1.28,81:92,0.5836701989173889
1750,435,1.0,2009-01-23,ATL,MIL,1.41,2.95,117:87,0.46877193450927734
1751,12268,0.0,2020-08-13,BOS,WAS,2.07,1.8,90:96,0.7866950035095215
1752,9914,0.0,2018-02-11,BOS,CLE,1.52,2.64,99:121,0.6965190768241882
1753,9793,0.0,2018-01-25,MIA,SAC,1.21,4.68,88:89,0.7877566814422607
1754,8212,0.0,2016-04-13,DAL,SAS,1.48,2.76,91:96,0.6112846732139587
1755,2965,1.0,2011-03-22,POR,WAS,1.02,14.75,111:76,0.8161135911941528
1756,9127,0.0,2017-03-29,SAC,UTA,3.8,1.29,82:112,0.3556906580924988
1757,10343,0.0,2018-11-11,DEN,MIL,1.61,2.42,114:121,0.6344302296638489
1758,11405,1.0,2019-11-15,MEM,UTA,3.61,1.31,107:106,0.3892693519592285
1759,5594,1.0,2014-02-06,BKN,SAS,1.39,3.15,103:89,0.534702718257904
1760,10348,1.0,2018-11-12,LAC,GSW,2.44,1.59,121:116 ,0.3575012981891632
