,index,Results,GAME_DATE,HOME,AWAY,Odds1,Odds2,Score,prediction
659,2725,0.0,2011-02-14,DET,ATL,2.6,1.53,79:94,0.42384859919548035
660,4462,0.0,2013-01-30,MIN,LAC,2.64,1.52,90:96,0.2775963246822357
661,5139,1.0,2013-12-06,BOS,DEN,2.51,1.56,106:98,0.35561272501945496
662,4916,1.0,2013-04-05,CHI,ORL,1.24,4.32,87:86,0.8309959173202515
663,4778,1.0,2013-03-17,MIN,NOP,1.82,2.02,97:95,0.5362984538078308
664,7517,0.0,2016-01-06,MIA,NYK,1.29,3.84,90:98,0.7266067266464233
665,5416,0.0,2014-01-13,NOP,SAS,3.41,1.34,95:101,0.3711591064929962
666,3503,0.0,2012-03-02,TOR,MEM,2.46,1.58,99:102,0.4975801408290863
667,3281,1.0,2012-02-01,BKN,DET,1.4,3.04,99:96,0.6932507157325745
668,13186,1.0,2021-05-16,WAS,CHA,1.37,3.23,115:110,0.6752655506134033
669,6148,1.0,2014-11-26,PHX,DEN,1.3,3.68,120:112,0.6162692904472351
670,7944,1.0,2016-03-09,MIL,MIA,2.42,1.6,114:108,0.36871930956840515
671,10102,1.0,2018-03-15,HOU,LAC,1.13,6.8,101:96,0.7621259689331055
672,10179,1.0,2018-03-25,MIL,SAS,2.09,1.8,106:103,0.4499967694282532
673,7329,0.0,2015-12-11,PHI,DET,4.46,1.23,95:107,0.37735515832901
674,5277,1.0,2013-12-25,GSW,LAC,1.69,2.24,105:103,0.41718965768814087
675,8677,0.0,2017-01-16,NYK,ATL,2.22,1.7,107:108,0.3228159546852112
676,2326,1.0,2010-12-19,BOS,IND,1.25,4.13,99:88,0.8066948056221008
677,504,1.0,2009-01-31,SAS,NOP,1.28,3.73,106:93,0.6913593411445618
678,2109,0.0,2010-11-19,GSW,NYK,1.56,2.52,119:125,0.5384384989738464
679,945,1.0,2009-04-05,DAL,PHX,1.61,2.32,140:116,0.6867661476135254
680,4391,1.0,2013-01-21,ATL,MIN,1.26,4.08,104:96,0.5668690204620361
681,7973,1.0,2016-03-13,ATL,IND,1.46,2.79,104:75,0.5397082567214966
682,9042,1.0,2017-03-18,LAC,CLE,1.19,3.16,108:78,0.5764639377593994
683,3328,1.0,2012-02-06,NYK,UTA,1.66,2.26,99:88,0.6528686881065369
684,4237,1.0,2012-12-30,SAC,BOS,2.2,1.71,118:96,0.5073214769363403
685,13610,1.0,2022-01-09,LAC,ATL,2.5,1.57,106:93,0.4489237368106842
686,450,0.0,2009-01-24,UTA,CLE,1.64,2.27,97:102,0.49660539627075195
687,13122,0.0,2021-05-09,BOS,MIA,1.89,1.97,124:130,0.4214547872543335
688,3326,0.0,2012-02-06,MEM,SAS,1.9,1.91,84:89,0.5912559628486633
689,884,1.0,2009-03-28,CHA,NYK,1.31,3.43,96:85,0.8213974237442017
690,10723,0.0,2019-01-04,MEM,BKN,1.58,2.48,100:109,0.5093728303909302
691,718,1.0,2009-03-06,BOS,CLE,1.79,2.05,105:94,0.5949640274047852
692,3736,1.0,2012-03-31,LAC,UTA,1.46,2.81,105:96,0.7356761693954468
693,6794,0.0,2015-02-27,TOR,GSW,2.12,1.76,89:113,0.42761674523353577
694,4371,0.0,2013-01-18,BOS,CHI,1.73,2.17,99:100 ,0.5036249160766602
695,993,0.0,2009-04-11,LAC,POR,3.24,1.36,72:87,0.26696765422821045
696,5893,1.0,2014-03-22,LAC,DET,1.07,9.39,112:103,0.8698273301124573
697,3526,1.0,2012-03-05,POR,NOP,1.13,6.21,86:74,0.7995800375938416
698,12866,1.0,2021-04-07,DEN,SAS,1.47,2.8,106:96,0.8374446630477905
699,7936,0.0,2016-03-08,MIN,SAS,5.35,1.17,91:116,0.36958152055740356
700,11611,0.0,2019-12-15,ATL,LAL,6.77,1.12,96:101,0.15377938747406006
701,3064,0.0,2011-04-05,DEN,OKC,1.53,2.58,94:101,0.7115007638931274
702,8867,1.0,2017-02-24,CHI,PHX,1.42,3.01,128:121 ,0.630059003829956
703,6810,1.0,2015-03-02,BKN,GSW,2.97,1.42,110:108,0.3239312767982483
704,1757,1.0,2010-03-02,MIA,GSW,1.14,5.82,110:106,0.6850231885910034
705,11959,1.0,2020-02-03,BKN,PHX,1.74,2.15,119:97,0.5040044188499451
706,13241,1.0,2021-11-17,MIN,SAC,1.73,2.16,107:97,0.3380938768386841
707,13530,0.0,2021-12-29,IND,CHA,1.61,2.4,108:116,0.6782283186912537
708,8420,1.0,2016-12-12,HOU,BKN,1.09,8.27,122:118,0.8368983268737793
709,2463,0.0,2011-01-08,DAL,ORL,2.96,1.42,107:117,0.47306177020072937
710,757,1.0,2009-03-11,DEN,OKC,1.06,10.9,112:99,0.6836258769035339
711,11125,1.0,2019-03-06,PHX,NYK,1.59,2.45,107:96,0.4600672125816345
712,3858,0.0,2012-04-14,WAS,CLE,1.45,2.81,89:98,0.574078381061554
713,10980,0.0,2019-02-09,CHI,WAS,2.11,1.76,125:134,0.47220849990844727
714,14224,0.0,2022-04-08,CHI,CHA,1.73,2.19,117:133,0.4521907567977905
715,4311,1.0,2013-01-09,SAS,LAL,1.07,9.45,108:105,0.8029642105102539
716,9581,1.0,2017-12-26,DET,IND,1.8,2.07,107:83,0.3685550093650818
717,5353,0.0,2014-01-04,POR,PHI,1.09,8.0,99:101,0.6839156150817871
718,5427,0.0,2014-01-15,MIL,MEM,2.91,1.43,77:82,0.3280206322669983
719,8240,1.0,2016-11-17,WAS,NYK,1.47,2.77,119:112,0.6594865322113037
720,5223,0.0,2013-12-17,CLE,POR,2.64,1.52,116:119,0.40681979060173035
721,3803,1.0,2012-04-08,MIA,DET,1.11,7.06,98:75,0.8613283634185791
722,13507,1.0,2021-12-26,MIA,ORL,1.18,5.32,93:83,0.8287225365638733
723,7793,1.0,2016-02-18,LAC,SAS,2.09,1.79,105:86,0.41377371549606323
724,7862,0.0,2016-02-27,MIL,DET,1.87,1.98,91:102,0.5008016228675842
725,3187,0.0,2012-01-20,LAC,MIN,1.49,2.69,98:101,0.5927921533584595
726,4541,1.0,2013-02-10,MEM,MIN,1.21,4.66,105:88,0.6343739628791809
727,8066,1.0,2016-03-25,HOU,TOR,1.95,1.89,112:109,0.410085529088974
728,6410,0.0,2015-01-01,MIN,SAC,2.6,1.53,107:110,0.40909507870674133
729,7500,0.0,2016-01-03,WAS,MIA,2.0,1.86,75:97,0.5225765109062195
730,8905,1.0,2017-03-01,ATL,DAL,1.4,3.1,100:95,0.5820165872573853
731,9365,0.0,2017-11-25,SAC,LAC,2.55,1.56,95:97,0.4446302652359009
732,333,1.0,2009-01-07,DEN,MIA,1.42,2.95,108:97,0.7008073329925537
733,2303,1.0,2010-12-16,BKN,WAS,1.37,3.18,97:89,0.6420354247093201
734,5721,1.0,2014-02-27,IND,MIL,1.03,14.64,101:96,0.8878043293952942
735,8784,1.0,2017-01-31,LAL,DEN,1.95,1.9,120:116,0.3816891312599182
736,10587,1.0,2018-12-15,PHX,MIN,3.65,1.31,107:99,0.29683905839920044
737,8594,0.0,2017-01-05,DAL,PHX,1.42,3.0,95:102,0.6518735885620117
738,1141,0.0,2009-12-04,OKC,BOS,2.53,1.55,87:105,0.5256632566452026
739,4904,0.0,2013-04-03,MIL,MIN,1.49,2.71,98:107,0.5892835259437561
740,1940,1.0,2010-03-26,PHX,NYK,1.12,6.83,132:96,0.7789931297302246
741,9416,0.0,2017-12-03,MIA,GSW,5.23,1.18,95:123,0.38664859533309937
742,10024,0.0,2018-03-04,DAL,NOP,2.42,1.61,109:126,0.5143044590950012
743,12286,1.0,2020-12-23,ORL,MIA,2.64,1.51,113:107,0.2622629404067993
744,8930,0.0,2017-03-04,DEN,CHA,1.45,2.9,102:112,0.6291366815567017
745,7162,0.0,2015-10-28,LAL,MIN,1.68,2.25,111:112,0.7967969179153442
746,659,0.0,2009-02-25,SAC,CHA,2.33,1.63,91:98,0.4661621153354645
747,2629,0.0,2011-02-01,SAC,BOS,3.29,1.35,90:95,0.4308258295059204
748,13952,1.0,2022-03-02,NOP,SAC,1.41,3.04,125:95,0.8579661846160889
749,14195,0.0,2022-04-03,SAC,GSW,2.61,1.53,90:109,0.33066922426223755
750,9183,1.0,2017-04-06,ATL,BOS,1.97,1.88,123:116,0.3964475691318512
751,624,1.0,2009-02-21,GSW,OKC,1.27,3.93,133:120,0.6684685945510864
752,11037,1.0,2019-02-23,CHI,BOS,5.31,1.18,126:116,0.3134097754955292
753,13230,1.0,2021-11-15,NYK,IND,1.65,2.31,92:84,0.4467730224132538
754,8826,1.0,2017-02-12,MIN,CHI,1.37,3.3,117:89,0.6582412719726562
755,10524,0.0,2018-12-07,CLE,SAC,2.25,1.69,110:129,0.5162436366081238
756,12107,1.0,2020-02-29,MEM,LAL,5.74,1.16,105:88,0.36130228638648987
757,3060,0.0,2011-04-05,ATL,SAS,2.85,1.44,90:97,0.49281105399131775
758,14202,1.0,2022-04-05,MIA,CHA,1.54,2.59,144:115,0.5790475010871887
759,4055,0.0,2012-12-06,MIA,NYK,1.18,5.32,92:112,0.6636419892311096
760,9996,1.0,2018-02-28,DET,MIL,1.85,2.02,110:87,0.4152641296386719
761,5059,1.0,2013-11-24,OKC,UTA,1.07,9.8,95:73,0.8896551132202148
762,3081,1.0,2011-04-06,SAS,SAC,1.12,6.46,124:92,0.7359473705291748
763,8080,0.0,2016-03-26,PHX,BOS,4.41,1.23,99:102,0.33412086963653564
764,8044,0.0,2016-03-22,NOP,MIA,5.39,1.17,99:113,0.40298885107040405
765,4781,0.0,2013-03-18,BOS,MIA,3.12,1.39,103:105,0.38061898946762085
766,6162,1.0,2014-11-29,ATL,CHA,1.33,3.45,105:75,0.7589805126190186
767,11227,1.0,2019-03-21,ATL,UTA,3.58,1.32,117:114,0.33644044399261475
768,1238,0.0,2009-12-18,GSW,WAS,1.66,2.27,109:118,0.3451419770717621
769,8230,0.0,2016-10-26,ORL,MIA,1.65,2.33,96:108,0.6350438594818115
770,8854,0.0,2017-02-15,ORL,SAS,5.54,1.17,79:107,0.2047322392463684
771,7718,1.0,2016-02-01,UTA,CHI,1.47,2.81,105:96 ,0.7911584973335266
772,9499,0.0,2017-12-15,BOS,UTA,1.5,2.71,95:107,0.6525533199310303
773,302,1.0,2009-01-02,TOR,HOU,2.7,1.47,94:73,0.6080296039581299
774,13986,1.0,2022-03-07,DAL,UTA,1.97,1.88,111:103,0.6671546101570129
775,13437,0.0,2021-12-15,DAL,LAL,2.29,1.67,104:107 ,0.5758108496665955
776,2289,1.0,2010-12-14,GSW,MIN,1.63,2.34,108:99,0.3916782736778259
777,10621,1.0,2018-12-20,MIA,HOU,2.25,1.69,101:99,0.5127652883529663
778,8913,1.0,2017-03-01,SAS,IND,1.18,5.33,100:99,0.834912121295929
779,10562,1.0,2018-12-12,IND,MIL,2.11,1.76,113:97,0.4683901369571686
780,12995,1.0,2021-04-23,CHA,CLE,1.82,2.03,108:102,0.4676107168197632
781,1278,1.0,2009-12-23,MIA,UTA,1.89,1.92,80:70,0.5772815942764282
782,132,1.0,2008-12-07,NYK,DET,3.32,1.33,104:92,0.35748207569122314
783,2362,1.0,2010-12-25,ORL,BOS,1.7,2.21,86:78,0.2438279390335083
784,4,0.0,2008-10-29,GSW,NOP,3.35,1.32,103:108,0.8041983842849731
785,11700,0.0,2019-12-28,LAC,UTA,1.29,3.77,107:120,0.6543200016021729
786,416,1.0,2009-01-19,NYK,CHI,1.79,2.03,102:98,0.6421124935150146
787,9398,0.0,2017-11-30,POR,MIL,1.57,2.51,91:103,0.45431631803512573
788,8292,0.0,2016-11-25,MIL,TOR,2.43,1.61,99:105,0.4889199435710907
789,9295,1.0,2017-11-15,MIN,SAS,1.52,2.66,98:86,0.3987835645675659
790,10663,0.0,2018-12-26,ORL,PHX,1.45,2.87,120:122 ,0.6057320833206177
791,9221,1.0,2017-04-10,POR,SAS,5.36,1.18,99:98,0.47043508291244507
792,7125,0.0,2015-04-12,LAL,DAL,2.88,1.44,106:120,0.47277504205703735
793,3568,0.0,2012-03-10,WAS,POR,2.95,1.42,99:110,0.39932313561439514
794,3925,1.0,2012-04-22,SAS,CLE,1.03,15.83,114:98,0.8117604851722717
795,8824,0.0,2017-02-11,PHI,MIA,2.03,1.84,112:137,0.3112046420574188
796,604,0.0,2009-02-18,MIA,MIN,1.17,5.56,104:111,0.7290748953819275
797,2706,0.0,2011-02-11,UTA,PHX,1.38,3.13,83:95,0.5802301168441772
798,3663,0.0,2012-03-22,SAC,UTA,1.77,2.08,102:103,0.595345139503479
799,6582,1.0,2015-01-24,POR,WAS,2.37,1.63,103:96,0.6405941247940063
800,1126,0.0,2009-12-02,MIN,MEM,2.33,1.64,95:97,0.3145166337490082
801,14066,1.0,2022-03-18,BKN,POR,1.07,9.25,128:123,0.8696571588516235
802,1024,1.0,2009-04-15,MIA,DET,2.06,1.77,102:96 ,0.659883975982666
803,5716,0.0,2014-02-26,PHI,ORL,2.51,1.57,90:101,0.2872964143753052
804,12377,0.0,2021-01-29,MIN,PHI,4.47,1.23,94:118,0.277945339679718
805,4417,1.0,2013-01-24,PHX,LAC,3.29,1.36,93:88,0.19223463535308838
806,1210,1.0,2009-12-14,PHI,GSW,1.53,2.59,117:101,0.6714872717857361
807,13563,1.0,2022-01-03,DAL,DEN,1.69,2.26,103:89,0.5917118787765503
808,11640,0.0,2019-12-19,LAC,HOU,1.48,2.77,117:122,0.6343244910240173
809,10858,1.0,2019-01-22,TOR,SAC,1.15,5.87,120:105,0.7276811003684998
810,844,0.0,2009-03-22,MIN,OKC,2.09,1.76,90:97,0.549011766910553
811,5291,1.0,2013-12-27,ORL,DET,2.54,1.56,109:92,0.40145164728164673
812,3425,1.0,2012-02-18,POR,ATL,1.47,2.75,97:77,0.6447510123252869
813,6286,0.0,2014-12-15,PHI,BOS,2.74,1.48,87:105,0.42427465319633484
814,10406,0.0,2018-11-21,BOS,NYK,1.06,10.54,109:117,0.7397481203079224
815,7268,1.0,2015-12-03,MIA,OKC,2.69,1.51,97:95,0.6068399548530579
816,3956,1.0,2012-04-26,WAS,MIA,1.33,3.43,104:70,0.48116323351860046
817,10401,0.0,2018-11-20,MIA,BKN,1.67,2.29,92:104,0.43673527240753174
818,7002,1.0,2015-03-27,DEN,UTA,1.76,2.12,107:91,0.41189447045326233
819,11620,0.0,2019-12-16,MIL,DAL,1.15,5.96,116:120,0.7270607352256775
820,5442,1.0,2014-01-17,MEM,SAC,1.44,2.89,91:90,0.5906360149383545
821,4179,0.0,2012-12-22,GSW,LAL,2.05,1.79,115:118 ,0.49332770705223083
822,2622,1.0,2011-01-31,LAC,MIL,1.61,2.37,105:98,0.6525976657867432
823,13077,1.0,2021-05-03,LAL,DEN,2.49,1.58,93:89,0.2990359663963318
824,13647,0.0,2022-01-14,MEM,DAL,1.73,2.19,85:112,0.59508216381073
825,13853,1.0,2022-02-11,BOS,DEN,1.4,3.1,108:102,0.7442464828491211
826,6415,0.0,2015-01-02,MIL,IND,1.8,2.06,91:94,0.6733059287071228
827,13625,1.0,2022-01-11,MEM,GSW,2.14,1.76,116:108,0.6751145124435425
828,3164,0.0,2012-01-16,NOP,POR,3.03,1.41,77:84,0.5032833218574524
829,3377,1.0,2012-02-12,GSW,HOU,1.83,1.99,106:97,0.42417633533477783
830,10834,1.0,2019-01-19,DEN,CLE,1.03,16.32,124:102,0.8071117997169495
831,8614,0.0,2017-01-07,MIN,UTA,2.67,1.52,92:94,0.41622304916381836
832,5943,1.0,2014-03-28,WAS,IND,2.02,1.82,91:78,0.5518827438354492
833,2079,0.0,2010-04-14,BOS,MIL,2.7,1.47,95:106,0.42513179779052734
834,13736,1.0,2022-01-26,CHI,TOR,1.55,2.55,111:105,0.5906244516372681
835,3943,0.0,2012-04-25,PHX,SAS,1.69,2.23,106:110,0.2776804268360138
836,3449,1.0,2012-02-21,MEM,PHI,2.0,1.82,89:76,0.4941723346710205
837,1019,0.0,2009-04-15,CLE,PHI,2.21,1.69,110:111 ,0.7852685451507568
838,9263,0.0,2017-11-10,UTA,MIA,1.68,2.28,74:84,0.6696986556053162
839,10797,0.0,2019-01-13,WAS,TOR,2.76,1.48,138:140 ,0.4806290566921234
840,14041,1.0,2022-03-14,GSW,WAS,1.14,6.05,126:112,0.7569543123245239
841,4155,1.0,2012-12-19,HOU,PHI,1.33,3.59,125:103,0.7394804358482361
842,6915,0.0,2015-03-15,TOR,POR,1.82,2.04,97:113,0.38476917147636414
843,12221,1.0,2020-08-05,BOS,BKN,1.24,4.34,149:115,0.6375164985656738
844,5302,1.0,2013-12-28,PHX,PHI,1.16,5.76,115:101,0.7722715139389038
845,1042,1.0,2009-11-17,LAL,DET,1.16,5.47,106:93,0.42744913697242737
846,9800,1.0,2018-01-26,MIL,BKN,1.39,3.17,116:91,0.5888180732727051
847,13098,0.0,2021-05-06,CHA,CHI,2.54,1.56,99:120,0.5552958250045776
848,3513,0.0,2012-03-04,CHA,BKN,2.61,1.52,101:104,0.3171444535255432
849,14130,0.0,2022-03-26,NOP,SAS,1.42,3.01,103:107,0.7995946407318115
850,6985,1.0,2015-03-24,SAC,PHI,1.23,4.4,107:106,0.6414090394973755
851,1389,0.0,2010-01-08,SAS,DAL,1.49,2.7,103:112,0.6540008783340454
852,12741,1.0,2021-03-22,MEM,BOS,1.55,2.55,132:126 ,0.45963358879089355
853,9038,1.0,2017-03-18,CHA,WAS,1.6,2.45,98:93,0.5320240259170532
854,2248,0.0,2010-12-08,PHX,MEM,1.57,2.49,98:104 ,0.6782594323158264
855,10531,1.0,2018-12-08,ATL,DEN,2.98,1.42,106:98,0.2808140516281128
856,8659,1.0,2017-01-14,CHI,NOP,1.61,2.41,107:99,0.47991323471069336
857,1711,1.0,2010-02-24,PHX,PHI,1.27,3.89,106:95,0.7357836365699768
858,13737,1.0,2022-01-26,CLE,MIL,2.47,1.59,115:99,0.593372642993927
859,11059,1.0,2019-02-25,MIN,SAC,1.62,2.37,112:105,0.6699240207672119
860,9194,1.0,2017-04-07,MEM,NYK,1.09,8.54,101:88,0.7269158363342285
861,30,1.0,2008-11-23,DEN,CHI,1.2,4.55,114:101,0.7801819443702698
862,12372,1.0,2021-01-28,DET,LAL,3.58,1.32,107:92,0.3396105170249939
863,11284,1.0,2019-03-29,BOS,IND,1.34,3.42,114:112,0.8188403844833374
864,2149,1.0,2010-11-26,DEN,CHI,1.43,2.9,98:97,0.4987315833568573
865,2786,0.0,2011-02-26,LAC,BOS,3.88,1.27,92:99,0.5409100651741028
866,272,1.0,2008-12-29,DET,ORL,2.29,1.62,88:82,0.40426555275917053
867,4372,0.0,2013-01-18,DAL,OKC,2.88,1.45,114:117 ,0.2775435745716095
868,14054,0.0,2022-03-16,CLE,PHI,2.44,1.6,114:118,0.48737290501594543
869,8139,0.0,2016-04-03,MIL,CHI,1.76,2.13,98:102,0.6179189085960388
870,41,1.0,2008-11-25,LAL,BKN,1.03,11.0,120:93,0.6524999737739563
871,1904,0.0,2010-03-22,BKN,MIA,3.42,1.33,89:99,0.2685944437980652
872,1035,1.0,2009-10-28,DEN,UTA,1.42,2.95,114:105,0.6566674709320068
873,6652,0.0,2015-02-03,NYK,BOS,1.95,1.89,97:108,0.48326852917671204
874,13170,1.0,2021-05-15,BKN,CHI,1.14,6.05,105:91,0.5382828116416931
875,10905,0.0,2019-01-29,HOU,NOP,1.07,9.52,116:121,0.6256760954856873
876,5640,1.0,2014-02-12,LAC,POR,1.21,4.7,122:117,0.7519128918647766
877,3215,0.0,2012-01-23,NOP,SAS,2.58,1.53,102:104,0.45388180017471313
878,8931,1.0,2017-03-04,HOU,MEM,1.25,4.21,123:108,0.62347412109375
879,4930,1.0,2013-04-06,SAS,ATL,1.15,5.85,99:97,0.6910418272018433
880,9444,1.0,2017-12-07,BKN,OKC,3.39,1.35,100:95,0.4748450219631195
881,12233,1.0,2020-08-07,BKN,SAC,2.79,1.47,119:106,0.5613200664520264
882,14142,1.0,2022-03-28,CLE,ORL,1.26,4.05,107:101,0.7490804195404053
883,8567,1.0,2017-01-01,IND,ORL,1.43,2.97,117:104,0.5618724226951599
884,812,1.0,2009-03-18,HOU,DET,1.2,4.88,106:101 ,0.7608169317245483
885,3546,1.0,2012-03-07,TOR,HOU,2.02,1.82,116:98,0.4935064911842346
886,13245,1.0,2021-11-17,POR,CHI,1.62,2.38,112:107,0.6742055416107178
887,3845,1.0,2012-04-13,NOP,UTA,2.51,1.55,96:85,0.4443173408508301
888,6117,1.0,2014-11-22,HOU,DAL,2.56,1.55,95:92,0.36193612217903137
889,4046,0.0,2012-12-05,CHA,NYK,3.72,1.3,98:100,0.33370059728622437
890,6281,1.0,2014-12-14,WAS,UTA,1.13,6.65,93:84,0.7095702886581421
891,11380,0.0,2019-04-10,NYK,DET,4.3,1.24,89:115,0.4377889037132263
892,1038,1.0,2009-10-28,MIN,BKN,2.07,1.77,95:93,0.44926947355270386
893,5406,0.0,2014-01-11,PHI,NYK,2.73,1.49,92:102,0.27393579483032227
894,557,1.0,2009-02-08,MIA,CHA,1.27,3.88,96:92,0.6747905611991882
895,12697,1.0,2021-03-17,CLE,BOS,3.63,1.31,117:110,0.2855227589607239
896,2400,0.0,2010-12-31,BOS,NOP,1.42,3.01,81:83,0.775092601776123
897,12192,0.0,2020-07-31,BKN,ORL,3.63,1.31,118:128,0.5132562518119812
898,613,0.0,2009-02-20,CHA,ORL,2.12,1.75,80:92,0.49333104491233826
899,12756,0.0,2021-03-24,OKC,MEM,3.28,1.36,107:116,0.37619197368621826
900,1104,1.0,2009-11-29,LAL,BKN,1.05,10.9,106:87,0.8104691505432129
901,7561,1.0,2016-01-12,IND,PHX,1.1,7.6,116:97,0.7028690576553345
902,12548,0.0,2021-02-20,MEM,PHX,3.15,1.39,97:128,0.438791424036026
903,1529,0.0,2010-01-27,IND,LAL,3.08,1.39,96:118,0.43351590633392334
904,3427,1.0,2012-02-19,CLE,SAC,1.78,2.05,93:92,0.6755611896514893
905,13408,0.0,2021-12-10,OKC,LAL,2.42,1.6,95:116,0.42848944664001465
906,4798,0.0,2013-03-20,DAL,BKN,1.58,2.47,96:113,0.5057871341705322
907,10007,1.0,2018-03-02,CHI,DAL,2.14,1.76,108:100,0.46691644191741943
908,4379,0.0,2013-01-19,ATL,SAS,2.51,1.57,93:98,0.40794551372528076
909,4190,1.0,2012-12-23,SAC,POR,1.88,1.95,108:96,0.45752716064453125
910,1237,0.0,2009-12-18,DAL,HOU,1.43,2.91,108:116 ,0.7166221141815186
911,1826,1.0,2010-03-12,CHA,LAC,1.15,5.65,106:98,0.8271815776824951
912,5212,1.0,2013-12-15,PHX,GSW,1.98,1.86,106:102,0.6218509078025818
913,8285,0.0,2016-11-25,BOS,SAS,2.33,1.65,103:109,0.46379417181015015
914,6636,1.0,2015-01-31,MIL,POR,2.11,1.77,95:88,0.5379800796508789
915,4317,1.0,2013-01-11,BKN,PHX,1.3,3.7,99:79,0.7542624473571777
916,4392,0.0,2013-01-21,CHA,HOU,3.53,1.3,94:100,0.41831350326538086
917,7923,0.0,2016-03-06,MEM,PHX,1.19,5.03,100:109,0.905584454536438
918,13,1.0,2008-11-18,GSW,POR,2.0,1.81,111:106,0.4505271315574646
919,11374,1.0,2019-04-10,BKN,MIA,1.5,2.71,113:94,0.6823610067367554
920,3946,0.0,2012-04-26,CHA,NYK,2.87,1.44,84:104,0.20504087209701538
921,1399,1.0,2010-01-10,LAC,MIA,1.83,1.99,94:84,0.48315051198005676
922,6489,1.0,2015-01-11,SAC,CLE,1.63,2.36,103:84,0.5141609311103821
923,9273,1.0,2017-11-11,WAS,ATL,1.19,4.95,113:94,0.8407789468765259
924,14000,0.0,2022-03-09,CHA,BOS,3.26,1.37,101:115,0.20968225598335266
925,10324,1.0,2018-10-18,POR,LAL,1.67,2.3,128:119,0.4579866826534271
926,2526,0.0,2011-01-19,CLE,PHX,3.71,1.29,98:106,0.3335343301296234
927,9923,0.0,2018-02-12,DET,NOP,1.64,2.33,103:118,0.6824647188186646
928,3136,0.0,2011-12-25,LAL,CHI,2.66,1.5,87:88,0.9100348949432373
929,3202,0.0,2012-01-21,NYK,DEN,2.15,1.73,114:119 ,0.420002281665802
930,4257,0.0,2013-01-02,OKC,BKN,1.17,5.34,93:110,0.7517947554588318
931,9370,1.0,2017-11-26,MIN,PHX,1.15,6.0,119:108,0.8240989446640015
932,5357,0.0,2014-01-05,DAL,NYK,1.36,3.35,80:92,0.5903709530830383
933,9121,1.0,2017-03-29,LAC,WAS,1.38,3.23,133:124,0.6715489625930786
934,6273,0.0,2014-12-13,PHI,MEM,5.6,1.16,115:120 ,0.25501030683517456
935,11065,0.0,2019-02-27,BKN,WAS,1.47,2.78,116:125,0.59501051902771
936,489,1.0,2009-01-30,IND,MIA,1.55,2.6,114:103,0.7162660360336304
937,8934,0.0,2017-03-04,PHI,DET,2.95,1.43,106:136,0.4541895091533661
938,7016,1.0,2015-03-28,POR,DEN,1.23,4.41,120:114,0.6838075518608093
939,418,1.0,2009-01-19,POR,MIL,1.35,3.22,102:85,0.5826473832130432
940,417,0.0,2009-01-19,PHI,DAL,1.58,2.42,93:95,0.6889489889144897
941,10253,1.0,2018-04-04,NOP,MEM,1.08,9.47,123:95,0.7337706685066223
942,8360,1.0,2016-12-04,NYK,SAC,1.83,2.04,106:98,0.5229335427284241
943,9845,0.0,2018-02-01,SAS,HOU,2.16,1.74,91:102,0.5046346783638
944,10329,0.0,2018-11-09,ATL,DET,2.82,1.46,109:124,0.3873593211174011
945,11036,0.0,2019-02-23,CHA,BKN,1.63,2.38,115:117,0.7736932039260864
946,13236,1.0,2021-11-17,ATL,BOS,1.5,2.7,110:99,0.5539110898971558
947,2682,0.0,2011-02-08,OKC,MEM,1.3,3.63,101:105 ,0.6274362206459045
948,6600,0.0,2015-01-27,DAL,MEM,1.42,3.0,90:109,0.6267712116241455
949,4373,0.0,2013-01-18,DEN,WAS,1.14,6.0,108:112,0.795299768447876
950,4173,0.0,2012-12-21,NYK,CHI,1.37,3.27,106:110,0.705037534236908
951,12361,0.0,2021-01-27,CHA,IND,2.27,1.68,106:116,0.47630399465560913
952,1786,0.0,2010-03-06,CHI,DAL,1.85,1.96,116:122,0.48157572746276855
953,4283,0.0,2013-01-05,ORL,NYK,3.16,1.38,106:114,0.4021569490432739
954,6682,1.0,2015-02-06,TOR,LAC,1.96,1.88,123:107,0.34596502780914307
955,11239,0.0,2019-03-22,TOR,OKC,1.77,2.12,109:116,0.7184116840362549
956,6640,0.0,2015-01-31,WAS,TOR,1.47,2.77,116:120 ,0.5348885655403137
957,9670,1.0,2018-01-07,PHX,OKC,3.99,1.27,114:100,0.3682815134525299
958,7287,0.0,2015-12-05,TOR,GSW,3.69,1.3,109:112,0.4424613118171692
959,10959,1.0,2019-02-06,DAL,CHA,1.44,2.91,99:93,0.6870237588882446
960,1037,1.0,2009-10-28,MIA,NYK,1.47,2.78,115:93,0.616207480430603
961,4540,1.0,2013-02-10,BOS,DEN,1.76,2.12,118:114 ,0.4911779761314392
962,433,1.0,2009-01-22,LAL,WAS,1.04,11.0,117:97,0.7985016107559204
963,8128,0.0,2016-04-02,CHI,DET,1.66,2.31,90:94,0.4516957700252533
964,3511,1.0,2012-03-03,WAS,CLE,1.58,2.47,101:98,0.5521712303161621
965,2434,1.0,2011-01-04,NYK,SAS,2.89,1.43,128:115,0.2925299108028412
966,7177,1.0,2015-11-18,ORL,MIN,1.49,2.73,104:101 ,0.3699960708618164
967,10579,0.0,2018-12-14,PHI,IND,1.71,2.22,101:113,0.5276253819465637
968,12761,1.0,2021-03-24,UTA,BKN,1.1,7.6,118:88,0.5399850010871887
969,1365,0.0,2010-01-05,PHI,WAS,1.46,2.77,97:104,0.48145461082458496
