GAME_DATE,HOME,AWAY,Score,Odds1,Odds2,Results
2022-04-18,GSW ,DEN,126:106,1.34,3.45,1
2022-04-18,DAL ,UTA,110:104,2.77,1.48,1
2022-04-18,PHI ,TOR,112:97,1.33,3.52,1
2022-04-17,PHX ,NOP,110:99,1.2,4.9,1
2022-04-17,MIL ,CHI,93:86,1.18,5.13,1
2022-04-17,BOS ,BKN,115:114,1.56,2.54,1
2022-04-17,MIA ,ATL,115:91,1.36,3.31,1
2022-04-16,GSW ,DEN,123:107,1.39,3.16,1
2022-04-16,PHI ,TOR,131:111,1.53,2.64,1
2022-04-16,MEM ,MIN,117:130,1.4,3.13,0
2022-04-16,DAL ,UTA,93:99,2.88,1.45,0
2022-04-15,LAC ,NOP,101:105,2.04,1.83,0
2022-04-15,CLE ,ATL,101:107,2.15,1.76,0
2022-04-13,NOP ,SAS,113:103,1.48,2.78,1
2022-04-13,ATL ,CHA,132:103,1.47,2.82,1
2022-04-12,MIN ,LAC,109:104,1.66,2.31,1
2022-04-12,BKN ,CLE,115:108,1.22,4.69,1
2022-04-10,DAL ,SAS,130:120,1.18,5.17,1
2022-04-10,DEN ,LAL,141:146 ,1.42,3.03,0
2022-04-10,LAC ,OKC,138:88,1.14,6.14,1
2022-04-10,NOP ,GSW,107:128,3.23,1.37,0
2022-04-10,PHX ,SAC,109:116,1.19,5.16,0
2022-04-10,POR ,UTA,80:111,10.88,1.06,0
2022-04-10,MIN ,CHI,120:124,1.33,3.47,0
2022-04-10,MEM ,BOS,110:139,4.11,1.26,0
2022-04-10,NYK ,TOR,105:94,1.96,1.89,1
2022-04-10,ORL ,MIA,125:111,3.41,1.34,1
2022-04-10,PHI ,DET,118:106,1.37,3.24,1
2022-04-10,BKN ,IND,134:126,1.05,11.67,1
2022-04-10,CHA ,WAS,124:108,1.12,6.75,1
2022-04-10,CLE ,MIL,133:115,1.26,4.12,1
2022-04-10,HOU ,ATL,114:130,6.29,1.14,0
2022-04-09,LAC ,SAC,117:98,1.13,6.56,1
2022-04-09,SAS ,GSW,94:100,3.39,1.35,0
2022-04-09,MEM ,NOP,141:114,1.32,3.52,1
2022-04-09,PHI ,IND,133:120,1.08,8.69,1
2022-04-08,LAL ,OKC,120:101,1.42,2.98,1
2022-04-08,UTA ,PHX,105:111,1.67,2.3,0
2022-04-08,DAL ,POR,128:78,1.03,16.1,1
2022-04-08,CHI ,CHA,117:133,1.73,2.19,0
2022-04-08,MIA ,ATL,113:109,1.84,2.04,1
2022-04-08,BKN ,CLE,118:107,1.28,3.9,1
2022-04-08,TOR ,HOU,117:115,1.14,6.38,1
2022-04-08,DET ,MIL,101:131,4.98,1.2,0
2022-04-08,WAS ,NYK,92:114,2.37,1.63,0
2022-04-07,GSW ,LAL,128:112,1.09,8.46,1
2022-04-07,DEN ,MEM,122:109,1.56,2.53,1
2022-04-07,MIN ,SAS,127:121,1.35,3.33,1
2022-04-07,NOP ,POR,127:94,1.05,11.72,1
2022-04-07,MIL ,BOS,127:121,1.28,3.93,1
2022-04-07,TOR ,PHI,119:114,2.33,1.65,1
2022-04-07,CHA ,ORL,128:101,1.08,8.71,1
2022-04-06,LAC ,PHX,113:109,1.33,3.45,1
2022-04-06,UTA ,OKC,137:101,1.08,9.16,1
2022-04-06,ATL ,WAS,118:103,1.19,5.16,1
2022-04-06,CHI ,BOS,94:117,3.54,1.33,0
2022-04-06,NYK ,BKN,98:110,3.33,1.36,0
2022-04-06,DET ,DAL,113:131,4.23,1.25,0
2022-04-05,PHX ,LAL,121:110,1.12,6.96,1
2022-04-05,SAC ,NOP,109:123,3.67,1.31,0
2022-04-05,DEN ,SAS,97:116,1.26,4.12,0
2022-04-05,UTA ,MEM,121:115 ,1.41,3.04,1
2022-04-05,CHI ,MIL,106:127,3.21,1.38,0
2022-04-05,MIN ,WAS,114:132,1.14,6.36,0
2022-04-05,OKC ,POR,98:94,1.62,2.38,1
2022-04-05,BKN ,HOU,118:105,1.05,11.55,1
2022-04-05,MIA ,CHA,144:115,1.54,2.59,1
2022-04-05,TOR ,ATL,118:108,1.56,2.54,1
2022-04-05,IND ,PHI,122:131,5.96,1.15,0
2022-04-05,ORL ,CLE,120:115,3.79,1.29,1
2022-04-03,LAC ,NOP,119:100,1.78,2.11,1
2022-04-03,SAC ,GSW,90:109,2.61,1.53,0
2022-04-03,HOU ,MIN,132:139,7.81,1.1,0
2022-04-03,OKC ,PHX,117:96,9.27,1.08,1
2022-04-03,SAS ,POR,113:92,1.09,8.31,1
2022-04-03,TOR ,MIA,109:114,1.51,2.65,0
2022-04-03,CLE ,PHI,108:112,2.77,1.48,0
2022-04-03,ORL ,NYK,88:118,2.75,1.48,0
2022-04-03,IND ,DET,117:121,1.53,2.61,0
2022-04-03,LAL ,DEN,118:129,2.85,1.44,0
2022-04-03,BOS ,WAS,144:102,1.1,7.58,1
2022-04-03,MIL ,DAL,112:118,1.38,3.23,0
2022-04-02,GSW ,UTA,111:107,2.18,1.73,1
2022-04-02,CHI ,MIA,109:127,2.21,1.71,0
2022-04-02,ATL ,BKN,122:115,2.11,1.77,1
2022-04-02,NYK ,CLE,101:119,1.8,2.07,0
2022-04-02,PHI ,CHA,144:114,1.44,2.87,1
2022-04-01,LAL ,NOP,111:114,1.77,2.12,0
2022-04-01,DEN ,MIN,130:136,1.67,2.3,0
2022-04-01,SAS ,POR,130:111,1.09,8.48,1
2022-04-01,HOU ,SAC,117:122,2.31,1.65,0
2022-04-01,MEM ,PHX,122:114,3.64,1.32,1
2022-04-01,MIL ,LAC,119:153,1.63,2.37,0
2022-04-01,OKC ,DET,101:110,2.54,1.56,0
2022-04-01,BOS ,IND,128:123,1.07,9.97,1
2022-04-01,ORL ,TOR,89:102,5.85,1.15,0
2022-04-01,WAS ,DAL,135:103,3.61,1.31,1
2022-03-31,UTA ,LAL,122:109,1.1,8.02,1
2022-03-31,CHI ,LAC,135:130 ,1.72,2.19,1
2022-03-31,ATL ,CLE,131:107,1.4,3.11,1
2022-03-31,BKN ,MIL,119:120 ,1.79,2.11,0
2022-03-31,DET ,PHI,102:94,4.79,1.21,1
2022-03-30,GSW ,PHX,103:107,2.69,1.51,0
2022-03-30,POR ,NOP,107:117,9.4,1.07,0
2022-03-30,SAS ,MEM,111:112,2.72,1.49,0
2022-03-30,HOU ,SAC,118:121,2.27,1.68,0
2022-03-30,OKC ,ATL,118:136,7.49,1.11,0
2022-03-30,BOS ,MIA,98:106,1.5,2.72,0
2022-03-30,NYK ,CHA,114:125,2.21,1.71,0
2022-03-30,TOR ,MIN,125:102,1.71,2.22,1
2022-03-30,CLE ,DAL,112:120,2.09,1.79,0
2022-03-30,IND ,DEN,118:125,4.84,1.2,0
2022-03-30,WAS ,ORL,127:110,1.6,2.43,1
2022-03-29,LAC ,UTA,121:115,2.16,1.74,1
2022-03-29,BKN ,DET,130:123,1.09,8.25,1
2022-03-29,DAL ,LAL,128:110,1.14,6.36,1
2022-03-29,PHI ,MIL,116:118,1.96,1.9,0
2022-03-29,WAS ,CHI,94:107,2.52,1.56,0
2022-03-28,POR ,OKC,131:134 ,1.88,1.99,0
2022-03-28,HOU ,SAS,120:123,4.52,1.23,0
2022-03-28,MEM ,GSW,123:95,1.21,4.81,1
2022-03-28,MIA ,SAC,123:100,1.09,8.31,1
2022-03-28,NYK ,CHI,109:104,2.41,1.61,1
2022-03-28,TOR ,BOS,115:112 ,1.28,3.95,1
2022-03-28,CHA ,DEN,109:113,2.34,1.64,0
2022-03-28,CLE ,ORL,107:101,1.26,4.05,1
2022-03-28,IND ,ATL,123:132,3.76,1.3,0
2022-03-27,BKN ,CHA,110:119,1.36,3.3,0
2022-03-27,DAL ,UTA,114:100,1.74,2.18,1
2022-03-27,NOP ,LAL,116:108,1.65,2.31,1
2022-03-27,BOS ,MIN,134:112,1.44,3.06,1
2022-03-27,PHX ,PHI,114:104,1.51,2.72,1
2022-03-27,WAS ,GSW,123:115,3.34,1.36,1
2022-03-27,DET ,NYK,102:104,2.62,1.53,0
2022-03-26,POR ,HOU,98:115,2.52,1.56,0
2022-03-26,DEN ,OKC,113:107,1.05,12.17,1
2022-03-26,CLE ,CHI,94:98,1.79,2.09,0
2022-03-26,MEM ,MIL,127:102,1.92,1.94,1
2022-03-26,MIA ,BKN,95:110,2.19,1.72,0
2022-03-26,TOR ,IND,131:91,1.14,6.25,1
2022-03-26,ORL ,SAC,110:114 ,1.73,2.18,0
2022-03-26,NOP ,SAS,103:107,1.42,3.01,0
2022-03-25,LAC ,PHI,97:122,2.81,1.47,0
2022-03-25,POR ,HOU,106:125,2.56,1.55,0
2022-03-25,MIA ,NYK,103:111,1.22,4.55,0
2022-03-25,MIN ,DAL,116:95,1.58,2.48,1
2022-03-25,ATL ,GSW,121:110,1.76,2.14,1
2022-03-25,CHA ,UTA,107:101,2.45,1.59,1
2022-03-25,DET ,WAS,97:100,1.58,2.49,0
2022-03-24,DEN ,PHX,130:140,1.87,2,0
2022-03-24,MEM ,IND,133:103,1.15,5.76,1
2022-03-24,MIL ,WAS,114:102,1.26,4.09,1
2022-03-24,NOP ,CHI,126:109,1.66,2.3,1
2022-03-24,TOR ,CLE,117:104,1.48,2.79,1
2022-03-23,LAL ,PHI,121:126,4.57,1.22,0
2022-03-23,POR ,SAS,96:133,4.53,1.22,0
2022-03-23,DAL ,HOU,110:91,1.2,4.97,1
2022-03-23,MIN ,PHX,116:125,1.81,2.07,0
2022-03-23,OKC ,ORL,118:102,2.1,1.78,1
2022-03-23,BOS ,UTA,125:97,1.53,2.61,1
2022-03-23,MEM ,BKN,132:120,1.92,1.94,1
2022-03-23,MIA ,GSW,104:118,1.21,4.78,0
2022-03-23,CHA ,NYK,106:121,1.28,3.83,0
2022-03-23,DET ,ATL,122:101,2.68,1.5,1
2022-03-23,IND ,SAC,109:110,1.42,2.97,0
2022-03-22,DEN ,LAC,127:115,1.38,3.17,1
2022-03-22,MIL ,CHI,126:98,1.39,3.15,1
2022-03-22,NYK ,ATL,111:117,2.43,1.6,0
2022-03-22,ORL ,GSW,94:90,3.57,1.32,1
2022-03-21,DAL ,MIN,110:108,1.86,2.01,1
2022-03-21,CHI ,TOR,113:99,1.6,2.42,1
2022-03-21,HOU ,WAS,115:97,2.38,1.62,1
2022-03-21,OKC ,BOS,123:132,7.51,1.11,0
2022-03-21,BKN ,UTA,114:106,2.13,1.77,1
2022-03-21,PHI ,MIA,113:106,3.76,1.3,1
2022-03-21,CHA ,NOP,106:103,1.46,2.82,1
2022-03-21,CLE ,LAL,120:131,1.52,2.63,0
2022-03-21,DET ,POR,115:119,1.23,4.45,0
2022-03-20,GSW ,SAS,108:110,1.39,3.13,0
2022-03-20,PHI ,TOR,88:93,1.31,3.66,0
2022-03-20,DEN ,BOS,104:124,2.26,1.69,0
2022-03-20,NYK ,UTA,93:108,2.37,1.63,0
2022-03-20,ATL ,NOP,112:117,1.49,2.73,0
2022-03-20,ORL ,OKC,90:85,1.29,3.84,1
2022-03-20,SAC ,PHX,124:127 ,3.7,1.3,0
2022-03-20,HOU ,MEM,98:122,6.53,1.13,0
2022-03-20,IND ,POR,129:98,1.34,3.41,1
2022-03-19,CLE ,DET,113:109,1.42,2.97,1
2022-03-19,WAS ,LAL,127:119,2.11,1.78,1
2022-03-19,CHA ,DAL,129:108,1.72,2.19,1
2022-03-19,MIN ,MIL,138:119,1.69,2.27,1
2022-03-18,PHX ,CHI,129:102,1.52,2.63,1
2022-03-18,SAC ,BOS,97:126,5.08,1.19,0
2022-03-18,UTA ,LAC,121:92,1.47,2.8,1
2022-03-18,SAS ,NOP,91:124,1.84,2.03,0
2022-03-18,HOU ,IND,118:121,2.49,1.57,0
2022-03-18,MIA ,OKC,120:108,1.08,9.18,1
2022-03-18,ATL ,MEM,120:105,3.19,1.38,1
2022-03-18,BKN ,POR,128:123,1.07,9.25,1
2022-03-18,CLE ,DEN,119:116 ,2.22,1.7,1
2022-03-18,NYK ,WAS,100:97,1.41,3.03,1
2022-03-18,TOR ,LAL,123:128 ,1.28,3.88,0
2022-03-18,PHI ,DAL,111:101,1.59,2.47,1
2022-03-17,ORL ,DET,120:134,1.68,2.27,0
2022-03-16,LAC ,TOR,100:103,2.16,1.74,0
2022-03-16,GSW ,BOS,88:110,1.81,2.06,0
2022-03-16,SAC ,MIL,126:135,4.09,1.26,0
2022-03-16,UTA ,CHI,125:110,1.37,3.26,1
2022-03-16,SAS ,OKC,122:120,1.14,6.07,1
2022-03-16,HOU ,PHX,112:129,4.92,1.2,0
2022-03-16,MIN ,LAL,124:104,1.27,4.01,1
2022-03-16,BKN ,DAL,111:113,2.24,1.7,0
2022-03-16,NYK ,POR,128:98,1.12,6.82,1
2022-03-16,CHA ,ATL,116:106,1.91,1.95,1
2022-03-16,CLE ,PHI,114:118,2.44,1.6,0
2022-03-16,WAS ,DEN,109:127,3.17,1.38,0
2022-03-15,NOP ,PHX,115:131,2.6,1.54,0
2022-03-15,MIA ,DET,105:98,1.08,8.54,1
2022-03-15,IND ,MEM,102:135,3.09,1.4,0
2022-03-15,ORL ,BKN,108:150,4.79,1.21,0
2022-03-14,LAL ,TOR,103:114,2.61,1.53,0
2022-03-14,GSW ,WAS,126:112,1.14,6.05,1
2022-03-14,SAC ,CHI,112:103,2.58,1.54,1
2022-03-14,UTA ,MIL,111:117,1.77,2.14,0
2022-03-14,SAS ,MIN,139:149,2.4,1.61,0
2022-03-14,OKC ,CHA,116:134,5.71,1.16,0
2022-03-14,ATL ,POR,122:113,1.09,8.23,1
2022-03-14,PHI ,DEN,110:114,1.62,2.4,0
2022-03-14,CLE ,LAC,120:111 ,1.34,3.42,1
2022-03-13,PHX ,LAL,140:111,1.34,3.47,1
2022-03-13,ATL ,IND,131:128,1.13,6.49,1
2022-03-13,NOP ,HOU,130:105,1.38,3.19,1
2022-03-13,OKC ,MEM,118:125,8.88,1.08,0
2022-03-13,ORL ,PHI,114:116 ,5.73,1.16,0
2022-03-13,BOS ,DAL,92:95,1.37,3.27,0
2022-03-13,DET ,LAC,102:106,2.58,1.54,0
2022-03-13,BKN ,NYK,110:107,1.45,2.88,1
2022-03-12,POR ,WAS,127:118,3.14,1.38,1
2022-03-12,DEN ,TOR,115:127,1.36,3.33,0
2022-03-12,UTA ,SAC,134:125,1.24,4.37,1
2022-03-12,GSW ,MIL,122:109,2.17,1.74,1
2022-03-12,CHI ,CLE,101:91,1.51,2.68,1
2022-03-12,MIA ,MIN,104:113,1.62,2.38,0
2022-03-12,SAS ,IND,108:119,1.82,2.05,0
2022-03-11,LAL ,WAS,122:109,1.54,2.59,1
2022-03-11,PHX ,TOR,112:117,1.5,2.68,0
2022-03-11,SAS ,UTA,104:102,2.85,1.46,1
2022-03-11,HOU ,DAL,100:113,5.35,1.17,0
2022-03-11,MEM ,NYK,118:114,1.24,4.35,1
2022-03-11,MIA ,CLE,117:105,1.29,3.85,1
2022-03-11,NOP ,CHA,120:142,2.35,1.64,0
2022-03-11,ATL ,LAC,112:106,1.33,3.46,1
2022-03-11,BOS ,DET,114:103,1.09,8.27,1
2022-03-11,ORL ,MIN,118:110,4.08,1.26,1
2022-03-10,DEN ,GSW,102:113,2.05,1.83,0
2022-03-10,PHI ,BKN,100:129,1.59,2.48,0
2022-03-09,LAC ,WAS,115:109,1.61,2.4,1
2022-03-09,SAC ,DEN,100:106,3.18,1.38,0
2022-03-09,UTA ,POR,123:85,1.03,15.96,1
2022-03-09,DAL ,NYK,77:107,1.25,4.16,0
2022-03-09,SAS ,TOR,104:119,1.99,1.87,0
2022-03-09,HOU ,LAL,139:130 ,3.52,1.33,1
2022-03-09,MIL ,ATL,124:115,1.52,2.65,1
2022-03-09,MIN ,OKC,132:102,1.07,9.56,1
2022-03-09,NOP ,ORL,102:108,1.27,3.97,0
2022-03-09,MIA ,PHX,90:111,1.57,2.48,0
2022-03-09,CHA ,BOS,101:115,3.26,1.37,0
2022-03-09,DET ,CHI,108:114,3.19,1.38,0
2022-03-08,GSW ,LAC,112:97,1.42,2.98,1
2022-03-08,OKC ,MIL,115:142,7.75,1.1,0
2022-03-08,MEM ,NOP,132:111,1.29,3.76,1
2022-03-08,CHA ,BKN,121:132,2.6,1.53,0
2022-03-08,IND ,CLE,124:127,2.21,1.71,0
2022-03-08,ORL ,PHX,99:102,2.99,1.41,0
2022-03-07,SAC ,NYK,115:131,1.56,2.52,0
2022-03-07,DEN ,GSW,131:124,1.29,3.82,1
2022-03-07,DAL ,UTA,111:103,1.97,1.88,1
2022-03-07,SAS ,LAL,117:110,1.39,3.18,1
2022-03-07,MIN ,POR,124:81,1.1,7.65,1
2022-03-07,MIA ,HOU,123:106,1.05,11.3,1
2022-03-07,DET ,ATL,113:110 ,3.56,1.32,1
2022-03-07,PHI ,CHI,121:106,1.31,3.69,1
2022-03-06,LAC ,NYK,93:116,1.45,2.88,0
2022-03-06,DEN ,NOP,138:130 ,1.55,2.54,1
2022-03-06,CLE ,TOR,104:96,1.53,2.62,1
2022-03-06,HOU ,MEM,123:112,5.3,1.17,1
2022-03-06,OKC ,UTA,103:116,7.96,1.1,0
2022-03-06,WAS ,IND,133:123,1.75,2.15,1
2022-03-06,MIL ,PHX,132:122,1.24,4.38,1
2022-03-06,BOS ,BKN,126:120,1.45,2.91,1
2022-03-05,LAL ,GSW,124:116,2.9,1.44,1
2022-03-05,MEM ,ORL,124:96,1.06,10.59,1
2022-03-05,MIA ,PHI,99:82,1.47,2.83,1
2022-03-05,MIN ,POR,135:121,1.09,8.23,1
2022-03-05,CHA ,SAS,123:117,1.6,2.44,1
2022-03-05,DAL ,SAC,114:113,1.53,2.62,1
2022-03-04,PHX ,NYK,115:114,1.41,3.07,1
2022-03-04,DEN ,HOU,116:101,1.24,4.26,1
2022-03-04,NOP ,UTA,124:90,2.66,1.52,1
2022-03-04,OKC ,MIN,101:138,4.7,1.21,0
2022-03-04,CHI ,MIL,112:118,2.71,1.5,0
2022-03-04,TOR ,ORL,97:103,1.32,3.58,0
2022-03-04,DET ,IND,111:106,2.24,1.69,1
2022-03-04,PHI ,CLE,125:119,1.3,3.7,1
2022-03-04,WAS ,ATL,114:117,2.87,1.45,0
2022-03-03,LAC ,LAL,132:111,1.78,2.12,1
2022-03-03,DAL ,GSW,122:113,1.85,2.02,1
2022-03-03,SAS ,SAC,112:115,1.39,3.15,0
2022-03-03,BOS ,MEM,120:107,1.79,2.1,1
2022-03-03,BKN ,MIA,107:113,1.67,2.29,0
2022-03-03,TOR ,DET,106:108,1.28,3.87,0
2022-03-03,ATL ,CHI,130:124,1.8,2.07,1
2022-03-02,PHX ,POR,120:90,1.16,5.7,1
2022-03-02,DEN ,OKC,107:119,1.07,9.88,0
2022-03-02,HOU ,UTA,127:132 ,9.3,1.08,0
2022-03-02,MIL ,MIA,120:119,1.56,2.54,1
2022-03-02,NOP ,SAC,125:95,1.41,3.04,1
2022-03-02,PHI ,NYK,123:108,1.18,5.35,1
2022-03-02,CLE ,CHA,98:119,1.56,2.52,0
2022-03-02,ORL ,IND,114:122 ,2.12,1.76,0
2022-03-01,LAL ,DAL,104:109,2.61,1.53,0
2022-03-01,HOU ,LAC,100:113,3.29,1.36,0
2022-03-01,MIN ,GSW,129:114,2.4,1.62,1
2022-03-01,BOS ,ATL,107:98,1.39,3.15,1
2022-03-01,TOR ,BKN,109:108,1.31,3.68,1
2022-03-01,WAS ,DET,116:113,1.64,2.34,1
2022-02-28,MEM ,SAS,118:105,1.27,3.99,1
2022-02-28,MIL ,CHA,130:106,1.19,5.04,1
2022-02-28,OKC ,SAC,110:131,2.78,1.47,0
2022-02-28,BKN ,TOR,97:133,2.31,1.66,0
2022-02-28,MIA ,CHI,112:99,1.53,2.62,1
2022-02-28,CLE ,MIN,122:127,2.38,1.62,0
2022-02-28,ORL ,IND,119:103,1.73,2.19,1
2022-02-27,LAL ,NOP,95:123,1.73,2.17,0
2022-02-27,POR ,DEN,92:124,3.81,1.29,0
2022-02-27,GSW ,DAL,101:107,1.61,2.42,0
2022-02-27,CHA ,DET,126:127 ,1.18,5.15,0
2022-02-27,HOU ,LAC,98:99,3.25,1.37,0
2022-02-27,IND ,BOS,128:107,4.35,1.24,1
2022-02-27,PHX ,UTA,114:118,2.27,1.69,0
2022-02-27,NYK ,PHI,109:125,3.67,1.31,0
2022-02-26,DEN ,SAC,115:110,1.29,3.8,1
2022-02-26,MIL ,BKN,123:126,1.22,4.6,0
2022-02-26,CHI ,MEM,110:116,2.13,1.76,0
2022-02-26,CLE ,WAS,92:86,1.27,3.97,1
2022-02-26,MIA ,SAS,133:129,1.12,7.08,1
2022-02-26,ATL ,TOR,127:100,1.57,2.49,1
2022-02-26,DET ,BOS,104:113,6.51,1.13,0
2022-02-25,LAL ,LAC,102:105,1.67,2.28,0
2022-02-25,PHX ,NOP,102:117,1.41,3.05,0
2022-02-25,UTA ,DAL,114:109,1.42,3.01,1
2022-02-25,MIN ,PHI,102:133,2.17,1.74,0
2022-02-25,NYK ,MIA,100:115,2.9,1.44,0
2022-02-25,CHA ,TOR,125:93,2.1,1.78,1
2022-02-25,IND ,OKC,125:129 ,1.31,3.66,0
2022-02-25,ORL ,HOU,119:111,1.63,2.35,1
2022-02-25,WAS ,SAS,153:157 ,2.41,1.61,0
2022-02-24,POR ,GSW,95:132,4.99,1.19,0
2022-02-24,SAC ,DEN,110:128,2.5,1.57,0
2022-02-24,CHI ,ATL,112:108,1.69,2.25,1
2022-02-24,MIN ,MEM,119:114,2.1,1.78,1
2022-02-24,OKC ,PHX,104:124,5.26,1.18,0
2022-02-24,BKN ,BOS,106:129,4.09,1.26,0
2022-02-24,DET ,CLE,106:103,2.89,1.44,1
2022-02-20,Team LeBron ,Team Durant,163:160,1.43,2.82,1
2022-02-17,LAC ,HOU,142:111,1.19,5.08,1
2022-02-17,MIL ,PHI,120:123,1.37,3.24,0
2022-02-17,NOP ,DAL,118:125,2.19,1.72,0
2022-02-17,BKN ,WAS,103:117,1.52,2.65,0
2022-02-17,CHA ,MIA,107:111 ,2.5,1.57,0
2022-02-16,GSW ,DEN,116:117,1.5,2.71,0
2022-02-16,LAL ,UTA,106:101,2.49,1.58,1
2022-02-16,PHX ,HOU,124:121,1.05,11.69,1
2022-02-16,CHI ,SAC,125:118,1.44,2.9,1
2022-02-16,MEM ,POR,119:123,1.13,6.67,0
2022-02-16,MIN ,TOR,91:103,1.92,1.94,0
2022-02-16,OKC ,SAS,106:114,3.82,1.29,0
2022-02-16,BOS ,DET,111:112,1.13,6.68,0
2022-02-16,IND ,WAS,113:108,1.89,1.96,1
2022-02-16,NYK ,BKN,106:111,1.53,2.63,0
2022-02-16,ORL ,ATL,109:130,2.81,1.46,0
2022-02-15,PHX ,LAC,103:96,1.11,7.21,1
2022-02-15,MIL ,IND,128:119,1.1,8.03,1
2022-02-15,MIN ,CHA,126:120 ,1.41,3.03,1
2022-02-15,NOP ,MEM,109:121,2.34,1.63,0
2022-02-15,ATL ,CLE,124:116,1.76,2.14,1
2022-02-15,MIA ,DAL,99:107,1.5,2.74,0
2022-02-15,PHI ,BOS,87:135,2.09,1.8,0
2022-02-14,LAC ,GSW,119:104,3.04,1.41,1
2022-02-14,DEN ,ORL,121:111,1.15,6.01,1
2022-02-14,UTA ,HOU,135:101,1.07,10.11,1
2022-02-14,CHI ,SAS,120:109,1.67,2.28,1
2022-02-14,MIL ,POR,107:122,1.16,5.59,0
2022-02-14,NOP ,TOR,120:90,2.39,1.62,1
2022-02-14,BKN ,SAC,109:85,2.08,1.81,1
2022-02-14,NYK ,OKC,123:127 ,1.19,5.02,0
2022-02-14,WAS ,DET,103:94,1.63,2.36,1
2022-02-13,IND ,MIN,120:129,3.53,1.32,0
2022-02-13,BOS ,ATL,105:95,1.35,3.4,1
2022-02-12,PHX ,ORL,132:105,1.05,11.52,1
2022-02-12,DAL ,LAC,97:99,1.37,3.24,0
2022-02-12,GSW ,LAL,117:115,1.38,3.22,1
2022-02-12,CHI ,OKC,106:101,1.18,5.34,1
2022-02-12,MIA ,BKN,115:111,1.15,5.87,1
2022-02-12,PHI ,CLE,103:93,1.69,2.24,1
2022-02-12,TOR ,DEN,109:110,1.48,2.76,0
2022-02-12,CHA ,MEM,118:125,3.36,1.35,0
2022-02-12,NOP ,SAS,114:124,1.42,3.01,0
2022-02-12,WAS ,SAC,110:123,2.25,1.69,0
2022-02-12,POR ,NYK,112:103,2.57,1.54,1
2022-02-11,UTA ,ORL,114:99,1.13,6.57,1
2022-02-11,CHI ,MIN,134:122,1.84,2.03,1
2022-02-11,ATL ,SAS,121:136,1.24,4.32,0
2022-02-11,BOS ,DEN,108:102,1.4,3.1,1
2022-02-11,DET ,CHA,119:141,3.05,1.41,0
2022-02-11,IND ,CLE,113:120,2.98,1.42,0
2022-02-11,PHI ,OKC,100:87,1.09,7.96,1
2022-02-10,GSW ,NYK,114:116,1.24,4.34,0
2022-02-10,PHX ,MIL,131:107,1.67,2.3,1
2022-02-10,DAL ,LAC,112:105,1.41,3.05,1
2022-02-10,HOU ,TOR,120:139,3.47,1.33,0
2022-02-10,NOP ,MIA,97:112,2.45,1.59,0
2022-02-10,WAS ,BKN,113:112,1.88,1.97,1
2022-02-10,DET ,MEM,107:132,6.1,1.14,0
2022-02-09,POR ,LAL,107:105,4.49,1.23,1
2022-02-09,SAC ,MIN,132:119,3.62,1.31,1
2022-02-09,UTA ,GSW,111:85,1.88,1.98,1
2022-02-09,OKC ,TOR,98:117,5.17,1.19,0
2022-02-09,CHA ,CHI,109:121,2.09,1.79,0
2022-02-09,CLE ,SAS,105:92,1.41,3.05,1
2022-02-08,LAL ,MIL,116:131,2.44,1.6,0
2022-02-08,POR ,ORL,95:113,1.98,1.88,0
2022-02-08,SAC ,MIN,114:134,3.42,1.34,0
2022-02-08,DEN ,NYK,132:115,1.24,4.26,1
2022-02-08,DAL ,DET,116:86,1.17,5.53,1
2022-02-08,MEM ,LAC,135:109,1.3,3.77,1
2022-02-08,NOP ,HOU,110:97,1.25,4.16,1
2022-02-08,ATL ,IND,133:112,1.11,7.11,1
2022-02-08,BKN ,BOS,91:126,4.63,1.22,0
2022-02-08,PHI ,PHX,109:114,1.86,1.99,0
2022-02-07,UTA ,NYK,113:104,1.36,3.3,1
2022-02-07,CHI ,PHX,124:127,3.22,1.38,0
2022-02-07,OKC ,GSW,98:110,6.97,1.12,0
2022-02-07,WAS ,MIA,100:121,3.31,1.36,0
2022-02-07,CHA ,TOR,101:116,1.97,1.88,0
2022-02-06,LAC ,MIL,113:137,2.65,1.52,0
2022-02-06,HOU ,NOP,107:120,3.1,1.4,0
2022-02-06,CLE ,IND,98:85,1.38,3.18,1
2022-02-06,DAL ,ATL,103:94,1.93,1.93,1
2022-02-06,ORL ,BOS,83:116,4.58,1.22,0
2022-02-06,CHI ,PHI,108:119,2.43,1.6,0
2022-02-06,DEN ,BKN,124:104,1.29,3.87,1
2022-02-06,MIN ,DET,118:105,1.12,7.03,1
2022-02-05,POR ,MIL,108:137,5.11,1.19,0
2022-02-05,SAC ,OKC,113:103,1.31,3.63,1
2022-02-05,LAL ,NYK,122:115 ,1.49,2.73,1
2022-02-05,CHA ,MIA,86:104,2.27,1.68,0
2022-02-05,WAS ,PHX,80:95,3.81,1.29,0
2022-02-05,ORL ,MEM,115:135,3.99,1.27,0
2022-02-04,DAL ,PHI,107:98,1.98,1.88,1
2022-02-04,POR ,OKC,93:96,1.41,3.04,0
2022-02-04,DEN ,NOP,105:113,1.46,2.82,0
2022-02-04,UTA ,BKN,125:102,1.46,2.85,1
2022-02-04,SAS ,HOU,131:106,1.34,3.4,1
2022-02-04,TOR ,ATL,125:114,1.75,2.16,1
2022-02-04,CHA ,CLE,101:102,1.42,3.01,0
